MCT_YM,MCT_NM,ADDR
오래된미래_20181122,오래된미래,제주 제주시 구좌읍 평대리 3163-3번지 1층
오래옥_20030624,오래옥,제주 제주시 연동 283-11번지
오롯_20221110,오롯,제주 제주시 아라이동 3009-5번지 1층
오름나그네_20100430,오름나그네,제주 제주시 조천읍 선흘리 470-12번지
오리정_20000128,오리정,제주 제주시 노형동 1288-5번지
오만정성_20150304,오만정성,제주 제주시 한림읍 협재리 1087번지 1층
오멍가멍흑돼지 제주공항점_20180510,오멍가멍흑돼지 제주공항점,제주 제주시 이호이동 1072번지 이호이동
오븐에빠진닭  신서귀포점_20140609,오븐에빠진닭  신서귀포점,제주 서귀포시 법환동 735-6번지
오빠네해물라면_20200713,오빠네해물라면,제주 제주시 한림읍 옹포리 588-2번지 지하1층
오사부양꼬치마라탕_20200625,오사부양꼬치마라탕,제주 제주시 도련일동 1938-1번지 1층
오알엔_20210401,오알엔,제주 서귀포시 성산읍 오조리 394번지 1층
오오야마109_20221202,오오야마109,제주 제주시 이도이동 1179-22번지 1층
오월수산장어집_20120711,오월수산장어집,제주 제주시 연동 282-27번지
오일등식당_20140704,오일등식당,제주 제주시 도두일동 2622-10번지
오일삼삼_20130131,오일삼삼,제주 제주시 도남동 54-14번지
오조미야_20110627,오조미야,제주 서귀포시 성산읍 오조리 398-10번지
오지하우스신제주점_20190628,오지하우스신제주점,제주 제주시 노형동 2581-2번지 1층
오직흑돼지_20220420,오직흑돼지,제주 제주시 용담삼동 519-9번지 2층
오쿠다 공항점_20200716,오쿠다 공항점,제주 제주시 용담이동 2696-30번지 1층
오크라_20120801,오크라,제주 제주시 한림읍 귀덕리 1290번지 오크라
오키나와_20091029,오키나와,제주 제주시 노형동 747-1번지
오태식해바라기치킨앤존맛탱_20201202,오태식해바라기치킨앤존맛탱,제주 제주시 애월읍 신엄리 2715-4번지
오후새우시_20170419,오후새우시,제주 서귀포시 중문동 2119-3번지
옥돔식당_20020618,옥돔식당,제주 서귀포시 대정읍 하모리 1067-23번지
옥란면옥_20210325,옥란면옥,제주 제주시 조천읍 조천리 3225번지 1층
온누리제과_20201228,온누리제과,제주 서귀포시 대정읍 하모리 852-4번지 대정읍
온더스톤브런치카페제주성산점_20200310,온더스톤브런치카페제주성산점,제주 서귀포시 성산읍 오조리 374번지 H동 1층
온오프_20201224,온오프,제주 제주시 우도면 연평리 690번지 1층 102호
온정숯불구이_20220419,온정숯불구이,제주 서귀포시 동홍동 497-3번지
온평_20190822,온평,제주 제주시 이도이동 1767-17번지
온평바다한그릇_20170119,온평바다한그릇,제주 서귀포시 성산읍 온평리 1192-1번지 성산읍
올댓커피 제주_20221220,올댓커피 제주,제주 제주시 애월읍 애월리 2533-1번지 2층
올드캡_20180424,올드캡,제주 서귀포시 안덕면 서광리 1413-1번지 1층
올래국수_20070316,올래국수,제주 제주시 연동 301-19번지 1층
올레강민_20210428,올레강민,제주 서귀포시 서귀동 293-1번지 서귀동
올레길밥상_20190304,올레길밥상,제주 서귀포시 강정동 599-2번지 강정동
올레마당 제주산방산점_20181231,올레마당 제주산방산점,제주 서귀포시 안덕면 사계리 135-1번지
올레삼다정_20201224,올레삼다정,제주 서귀포시 서귀동 291-75번지 2층
올레서울식당_20090316,올레서울식당,제주 서귀포시 서귀동 275-7번지
올레쇠막_20141211,올레쇠막,제주 제주시 용담일동 241-12번지
올레수산회센터_19981223,올레수산회센터,제주 서귀포시 서귀동 275-5번지
올레안뜰_20120119,올레안뜰,제주 서귀포시 법환동 229번지
올레왕갈치_20200102,올레왕갈치,제주 서귀포시 서귀동 292-17번지 1층
올레전복김밥_20210409,올레전복김밥,제주 서귀포시 서귀동 276-9번지
올레초콜릿토산품_20140616,올레초콜릿토산품,제주 서귀포시 서귀동 276-3번지
올레흑돼지김치말이_20210604,올레흑돼지김치말이,제주 서귀포시 서귀동 276-9번지 1층
올바른면옥_20221027,올바른면옥,제주 서귀포시 강정동 232번지 105호
올해도풍년_20130823,올해도풍년,제주 제주시 한림읍 한림리 1314-67번지
옵데강_20020718,옵데강,제주 제주시 이도이동 1025-5번지 1층
옵서예휴게소_20210521,옵서예휴게소,제주 제주시 해안동 2355-1번지 1층
옹기밥상_20211229,옹기밥상,제주 제주시 노형동 318-54번지 1층
옹포횟집_20130703,옹포횟집,제주 제주시 한림읍 협재리 1398번지
와와치킨_20120912,와와치킨,제주 제주시 도두일동 2622-14번지
와이엘_20210420,와이엘,제주 제주시 이도이동 1766-18번지 1층 제1호
와토커피_20170323,와토커피,제주 서귀포시 대정읍 상모리 3854-5번지
와흘밥상_20200708,와흘밥상,제주 제주시 조천읍 와흘리 165-39번지 1층
왕서방_20141027,왕서방,제주 제주시 애월읍 신엄리 757-2번지
왕수루_20200730,왕수루,제주 제주시 노형동 1243-6번지
왕청가_20191205,왕청가,제주 제주시 아라일동 6144-1번지 1층
왕호랑이막창_20220215,왕호랑이막창,제주 서귀포시 동홍동 413-2번지 1층
외도가마솥밥_20201119,외도가마솥밥,제주 제주시 외도일동 463-12번지
외도식당_20170731,외도식당,제주 제주시 외도이동 235-6번지
외도신대박_20180605,외도신대박,제주 제주시 외도이동 338-1번지
외도회수산_20210414,외도회수산,제주 제주시 외도일동 642-6번지 102호
용꽈배기_20180212,용꽈배기,제주 제주시 이도이동 1776-4번지
용꽈배기신제주점_20180713,용꽈배기신제주점,제주 제주시 노형동 2594-6번지
용담장인의집_20220412,용담장인의집,제주 제주시 용담일동 155-13번지 1층
용두암 엄마 해장국_20201006,용두암 엄마 해장국,제주 제주시 용담삼동 519-9번지 1층
용두암해녀촌_20200604,용두암해녀촌,제주 제주시 용담삼동 1034-41번지
용두암해촌_20190307,용두암해촌,제주 제주시 용담삼동 1026-3번지 용담삼동
용림식당_20220308,용림식당,제주 서귀포시 안덕면 사계리 2032-24번지
용마횟집_20220414,용마횟집,"제주 제주시 용담삼동 505번지 상가동 203호, 204호"
용소담_20211027,용소담,제주 제주시 용담이동 443번지 1층
용연보말칼국수_20201207,용연보말칼국수,제주 제주시 용담이동 440번지 1층
용우동중앙점_20090921,용우동중앙점,제주 제주시 일도일동 1425-3번지
용이식당_20150629,용이식당,제주 서귀포시 서귀동 298-8번지
용이식당중문점_20180816,용이식당중문점,제주 서귀포시 중문동 2054-23번지 1층
용출_20180103,용출,제주 제주시 용담삼동 505번지 107호
용팔이막창노형점_20160504,용팔이막창노형점,제주 제주시 노형동 1068-8번지 천마빌딩
용팔이막창시청점_20160128,용팔이막창시청점,제주 제주시 이도이동 1767-35번지 1층
용해로_20050329,용해로,제주 제주시 용담이동 785-5번지
우굼_20181113,우굼,제주 제주시 애월읍 유수암리 1472-2번지 1층
우니담_20221014,우니담,제주 제주시 애월읍 고내리 350번지 2층
우도돼지네땅콩만두올레본점_20170328,우도돼지네땅콩만두올레본점,제주 서귀포시 서귀동 276-15번지
우도물들이_20180727,우도물들이,제주 제주시 우도면 연평리 813번지 1층
우도짜장맨_20170508,우도짜장맨,제주 제주시 우도면 연평리 317-2번지 1층
우도해광_20071206,우도해광,제주 제주시 우도면 오봉리 1287-1번지
우도해녀식당_20200616,우도해녀식당,제주 제주시 우도면 연평리 2308-3번지 나동 1층
우돈향_20210531,우돈향,제주 제주시 조천읍 함덕리 1004-30번지 2층
우동카덴_20210913,우동카덴,제주 제주시 조천읍 교래리 550-1번지
우등생 세번째 이야기_20220504,우등생 세번째 이야기,제주 제주시 이도이동 99-2번지 1층
우등생_20210415,우등생,제주 제주시 아라일동 6117-6번지 1층
우람한돈 정육식당_20190528,우람한돈 정육식당,제주 제주시 도련일동 1650-3번지
우리두리_20140225,우리두리,제주 제주시 구좌읍 김녕리 1202-1번지
우리집_20070223,우리집,제주 제주시 한림읍 귀덕리 3133-1번지
우림일식_20021015,우림일식,제주 제주시 노형동 905-14번지
우무_20181025,우무,제주 제주시 한림읍 옹포리 324-3번지 1층
우무공항_20200211,우무공항,제주 제주시 삼도이동 193-2번지 1층
우미노식탁_20190410,우미노식탁,제주 제주시 애월읍 금성리 467번지 1층
우수미회센타_20140429,우수미회센타,제주 제주시 연동 1533-3번지
우수미회센타호텔더본점_20210208,우수미회센타호텔더본점,제주 서귀포시 색달동 2138번지 별관동 1층
우심 제주점_20221212,우심 제주점,제주 제주시 노형동 3789-5번지 1층
우영담_20150413,우영담,제주 제주시 애월읍 애월리 2113-2번지
우원_20030917,우원,제주 제주시 일도이동 48-8번지
우유부단_20160530,우유부단,제주 제주시 한림읍 금악리 142-2번지
우정_20140514,우정,제주 제주시 한림읍 한림리 951-9번지
"우정골프연습장, 투썸플레이스제주오라우정점_20210830","우정골프연습장, 투썸플레이스제주오라우정점",제주 제주시 오라이동 3300번지 2층
우정곱창 연동점_20201201,우정곱창 연동점,제주 제주시 연동 1515-8번지 1층
우정곱창서귀포점_20220121,우정곱창서귀포점,제주 서귀포시 동홍동 105-8번지
우정회관_20090929,우정회관,제주 제주시 건입동 1319-31번지
우정회센타2호점_20150507,우정회센타2호점,제주 서귀포시 서귀동 276-2번지
우정회센타중문점_20220704,우정회센타중문점,제주 서귀포시 중문동 2085번지 중문동
우지커피 제주중문점_20220602,우지커피 제주중문점,제주 서귀포시 중문동 2113-4번지 1호 2층
운산_20120724,운산,제주 제주시 삼도이동 1113-1번지 운산
울돌_20111024,울돌,제주 제주시 이도이동 1186-15번지
울트라마린_20180723,울트라마린,제주 제주시 한경면 판포리 1611번지 지하1층
웃뜨르항아리_20191226,웃뜨르항아리,제주 제주시 한경면 저지리 1804-1번지 1층
웅담식당_20211201,웅담식당,제주 서귀포시 서귀동 295-3번지
원님네포장마차_20130812,원님네포장마차,제주 제주시 연동 281-15번지 102호
원보부페_20001227,원보부페,제주 서귀포시 서귀동 275-6번지
원삼계탕아라점_20090609,원삼계탕아라점,제주 제주시 아라일동 1813-2번지 1층
원앤온리_20190527,원앤온리,제주 서귀포시 안덕면 사계리 86번지
원조목살집_20200922,원조목살집,제주 서귀포시 중문동 2059-9번지 1층
원조부안집연동점_20190909,원조부안집연동점,제주 제주시 연동 283-12번지 1층 2호
원조삼성혈해물탕본점_20221005,원조삼성혈해물탕본점,제주 제주시 연동 312-27번지 1층
원조우향해장국_20200514,원조우향해장국,제주 제주시 연동 299-4번지 1층
원조제원깡통숯불구이_20220701,원조제원깡통숯불구이,제주 제주시 연동 261-64번지 1층
원쭈꾸미_20220527,원쭈꾸미,제주 서귀포시 남원읍 남원리 1362-7번지 1층
원항아리칼국수_20200414,원항아리칼국수,제주 제주시 도남동 685-2번지 1층
월간맥주 제주노형점_20210415,월간맥주 제주노형점,제주 제주시 노형동 1044-13번지 1층
월라라_20140805,월라라,제주 서귀포시 성산읍 성산리 178-10번지
월정리곳간_20210210,월정리곳간,제주 제주시 구좌읍 행원리 1482번지 1층
월정리흑돼지월고집_20221207,월정리흑돼지월고집,제주 제주시 구좌읍 월정리 310-1번지 1층
월정항아리갈치구제주해물통_20210510,월정항아리갈치구제주해물통,제주 제주시 조천읍 북촌리 362번지
월평식당_20210120,월평식당,제주 제주시 월평동 1035번지 1층
웨스트그라운드_20220622,웨스트그라운드,제주 제주시 한경면 두모리 568-1번지
웨이브메이커컴퍼니 주식회사_20210916,웨이브메이커컴퍼니 주식회사,제주 제주시 아라이동 3013-8번지 1층
위미국밥_20210610,위미국밥,제주 서귀포시 남원읍 위미리 2814번지 1층
